name,author,instruments,domain,file_urls,files
Préludes opus 16 - 3. ,A. Scriabin (1872–1915),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no3/scriabine-op16-no3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no3/scriabine-op16-no3.mid', 'path': 'PRLUDES_OPUS_16__3_.mid', 'checksum': '66a496b9da1bcbddb0196c3a4083bef6', 'status': 'downloaded'}]"
The Harebell,W. Smallwood (1831–1897),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SmallwoodW/the_harebell/the_harebell.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SmallwoodW/the_harebell/the_harebell.mid', 'path': 'THE_HAREBELL.mid', 'checksum': '90cfd73176ca1bc1428898c076178859', 'status': 'downloaded'}]"
Miniature No.2,A. Sidwell (1989–),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/SidwellA/miniature-2/miniature-2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SidwellA/miniature-2/miniature-2.mid', 'path': 'MINIATURE_NO2.mid', 'checksum': '856d0029174ada4816685282322d1f8a', 'status': 'downloaded'}]"
El Capitan,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/ElCapitanMarch/ElCapitanMarch.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/ElCapitanMarch/ElCapitanMarch.mid', 'path': 'EL_CAPITAN.mid', 'checksum': '2553631188833993239d6f5761737f37', 'status': 'downloaded'}]"
Little Toy Lost,A. Sidwell (1989–),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/SidwellA/little-toy-lost/little-toy-lost.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SidwellA/little-toy-lost/little-toy-lost.mid', 'path': 'LITTLE_TOY_LOST.mid', 'checksum': 'a0e3a14d4cf6bf5543211c800427a413', 'status': 'downloaded'}]"
Préludes opus 16 - 5. ,A. Scriabin (1872–1915),Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no5/scriabine-op16-no5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no5/scriabine-op16-no5.mid', 'path': 'PRLUDES_OPUS_16__5_.mid', 'checksum': 'aaf0fca4c1235dfb9d46b9c24fbf1f7c', 'status': 'downloaded'}]"
The Loreley,F. Silcher (1789–1860),Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/SilcherF/loreley/loreley.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SilcherF/loreley/loreley.mid', 'path': 'THE_LORELEY.mid', 'checksum': 'db29e849fa09fee823727217aae1e3c7', 'status': 'downloaded'}]"
The Invincible Eagle,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/TheInvincibleEagle/TheInvincibleEagle.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/TheInvincibleEagle/TheInvincibleEagle.mid', 'path': 'THE_INVINCIBLE_EAGLE.mid', 'checksum': 'd06aa44a7395af00950ef03895b6c1c3', 'status': 'downloaded'}]"
Hands across the Sea,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/HandsacrosstheSea/HandsacrosstheSea.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/HandsacrosstheSea/HandsacrosstheSea.mid', 'path': 'HANDS_ACROSS_THE_SEA.mid', 'checksum': 'c57cfce9939794d1de7894008cb8e6a2', 'status': 'downloaded'}]"
Transit of Venus March,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/TransitOfVenus/TransitOfVenus.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/TransitOfVenus/TransitOfVenus.mid', 'path': 'TRANSIT_OF_VENUS_MARCH.mid', 'checksum': '982af65245f0814d8cd83fa16a4e35aa', 'status': 'downloaded'}]"
The Gladiator,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/TheGladiator/TheGladiator.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/TheGladiator/TheGladiator.mid', 'path': 'THE_GLADIATOR.mid', 'checksum': '85e48556064c660d80c03299030b7ec3', 'status': 'downloaded'}]"
King Cotton,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/KingCotton/KingCotton.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/KingCotton/KingCotton.mid', 'path': 'KING_COTTON.mid', 'checksum': '345493f7f8fc47fc8714e23c5bdb50c6', 'status': 'downloaded'}]"
La Dorset,Spagnoletti (?–?),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Spagnoletti/ladorset/ladorset.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Spagnoletti/ladorset/ladorset.mid', 'path': 'LA_DORSET.mid', 'checksum': 'b05240e8ee2183a10f920a40b9de8eab', 'status': 'downloaded'}]"
The Liberty Bell March,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/TheLibertyBell/TheLibertyBell.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/TheLibertyBell/TheLibertyBell.mid', 'path': 'THE_LIBERTY_BELL_MARCH.mid', 'checksum': '971e46504d937387cf7035b6561abdfe', 'status': 'downloaded'}]"
The Stars and Stripes Forever,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/TheStarsAndStripesForever/TheStarsAndStripesForever.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/TheStarsAndStripesForever/TheStarsAndStripesForever.mid', 'path': 'THE_STARS_AND_STRIPES_FOREVER.mid', 'checksum': 'ed473473a72706e7b89ba241d768269f', 'status': 'downloaded'}]"
The Countess of Farnham's Waltz,Spagnoletti (?–?),Piano,Public Domain,https://www.mutopiaproject.org/ftp/Spagnoletti/farnham/farnham.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Spagnoletti/farnham/farnham.mid', 'path': 'THE_COUNTESS_OF_FARNHAMS_WALTZ.mid', 'checksum': '3567c2a7d124806e0f377bc7e5116c9f', 'status': 'downloaded'}]"
The Washington Post,J. P. Sousa (1854–1932),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/SousaJP/sousa_washington_post/sousa_washington_post.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/sousa_washington_post/sousa_washington_post.mid', 'path': 'THE_WASHINGTON_POST.mid', 'checksum': 'cb117d0aaa46b4b72e4fc790bd8d1190', 'status': 'downloaded'}]"
The Blue Danube Waltz (main theme),J. Strauss Jr. (1825–1899),Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/StraussJJ/O314/blue_danube/blue_danube.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/StraussJJ/O314/blue_danube/blue_danube.mid', 'path': 'THE_BLUE_DANUBE_WALTZ_MAIN_THEME.mid', 'checksum': '743dbf9d3521c6b2c7afda81d870238c', 'status': 'downloaded'}]"
Hail to the Spirit of Liberty,J. P. Sousa (1854–1932),Piano,Public Domain,https://www.mutopiaproject.org/ftp/SousaJP/HailtotheSpiritofLiberty/HailtotheSpiritofLiberty.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/SousaJP/HailtotheSpiritofLiberty/HailtotheSpiritofLiberty.mid', 'path': 'HAIL_TO_THE_SPIRIT_OF_LIBERTY.mid', 'checksum': 'b2ccf4512ddcb76129c667a4384c429e', 'status': 'downloaded'}]"
Ich lade gern mir Gäste ein (Aria from Die Fledermaus),J. Strauss Jr. (1825–1899),Voice and Piano,Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/StraussJJ/DieFledermaus/Ich-lade-gern-mir-Gaeste-ein/Ich-lade-gern-mir-Gaeste-ein.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/StraussJJ/DieFledermaus/Ich-lade-gern-mir-Gaeste-ein/Ich-lade-gern-mir-Gaeste-ein.mid', 'path': 'ICH_LADE_GERN_MIR_GSTE_EIN_ARIA_FROM_DIE_FLEDERMAUS.mid', 'checksum': '8782abb1be43dda6c10cc6aad9d29380', 'status': 'downloaded'}]"
Morning Prayer,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/01MorningPrayer/01MorningPrayer.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/01MorningPrayer/01MorningPrayer.mid', 'path': 'MORNING_PRAYER.mid', 'checksum': 'deba27f1bf71bb2f1769e611f5763c96', 'status': 'downloaded'}]"
Prelude in Lydian Mode,A. V. Stanchinsky (1888–1914),Piano,Creative Commons Attribution 4.0,https://www.mutopiaproject.org/ftp/StanchinskyAV/pilm/pilm.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/StanchinskyAV/pilm/pilm.mid', 'path': 'PRELUDE_IN_LYDIAN_MODE.mid', 'checksum': 'e0bef84638664923763240bf9d177c19', 'status': 'downloaded'}]"
"Nocturno, Op.7",F. Strauss (1822–1905),Horn and Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/StraussF/O7/FranzStraussNocturno/FranzStraussNocturno.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/StraussF/O7/FranzStraussNocturno/FranzStraussNocturno.mid', 'path': 'NOCTURNO_OP7.mid', 'checksum': '5fe50a4f4654e83326245fe48dbf66d7', 'status': 'downloaded'}]"
March of the Wooden Soldiers,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/05MarchOfTheWoodenSoldiers/05MarchOfTheWoodenSoldiers.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/05MarchOfTheWoodenSoldiers/05MarchOfTheWoodenSoldiers.mid', 'path': 'MARCH_OF_THE_WOODEN_SOLDIERS.mid', 'checksum': '7df2886adeb221c7cfaf43a02ea4bf54', 'status': 'downloaded'}]"
Old French Song,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/16OldFrenchSong/16OldFrenchSong.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/16OldFrenchSong/16OldFrenchSong.mid', 'path': 'OLD_FRENCH_SONG.mid', 'checksum': 'cbdc0f879065d77849bb7841a6ad44d2', 'status': 'downloaded'}]"
The Seasons: August,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.8/Tschaikowsky-op37.8.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.8/Tschaikowsky-op37.8.mid', 'path': 'THE_SEASONS_AUGUST.mid', 'checksum': '5b2abf6a4db310afb51415127f128d92', 'status': 'downloaded'}]"
The Seasons: February,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.2/Tschaikowsky-op37.2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.2/Tschaikowsky-op37.2.mid', 'path': 'THE_SEASONS_FEBRUARY.mid', 'checksum': '45c75aef03eb482811c16cfebe2e113f', 'status': 'downloaded'}]"
Taivas on sininen ja valkoinen,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/SINIVALKOINEN/SINIVALKOINEN.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/SINIVALKOINEN/SINIVALKOINEN.mid', 'path': 'TAIVAS_ON_SININEN_JA_VALKOINEN.mid', 'checksum': 'd0b26af00da1f43340b6d4b4ebdefc28', 'status': 'downloaded'}]"
Aamulla varhain,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/AAMULLAVARHAIN/AAMULLAVARHAIN.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/AAMULLAVARHAIN/AAMULLAVARHAIN.mid', 'path': 'AAMULLA_VARHAIN.mid', 'checksum': '970379f8f37eb1f2b33bfb117a46bf94', 'status': 'downloaded'}]"
Thunder and Lightning,J. Strauss Jr. (1825–1899),Piano,Public Domain,https://www.mutopiaproject.org/ftp/StraussJJ/O324/blitz/blitz.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/StraussJJ/O324/blitz/blitz.mid', 'path': 'THUNDER_AND_LIGHTNING.mid', 'checksum': 'fda7713ea4efb8ca19a25ff49b627833', 'status': 'downloaded'}]"
The Seasons: January,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.1/Tschaikowsky-op37.1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.1/Tschaikowsky-op37.1.mid', 'path': 'THE_SEASONS_JANUARY.mid', 'checksum': 'c4657cf3f939e24308127f8b8b30407c', 'status': 'downloaded'}]"
Flee As A Bird,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/fleebird/fleebird.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/fleebird/fleebird.mid', 'path': 'FLEE_AS_A_BIRD.mid', 'checksum': 'ab65784cb09c453de6846c4cbb3b69e2', 'status': 'downloaded'}]"
Lindormen,ditional,Voice and Piano,Creative Commons Attribution-ShareAlike 2.5,https://www.mutopiaproject.org/ftp/Traditional/lindormen/lindormen.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/lindormen/lindormen.mid', 'path': 'LINDORMEN.mid', 'checksum': 'dcb384e7f8cb53b2ba36db5a614cf988', 'status': 'downloaded'}]"
Oats and Beans,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/oatsandbeans/oatsandbeans.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/oatsandbeans/oatsandbeans.mid', 'path': 'OATS_AND_BEANS.mid', 'checksum': '7da8a214a2e4cf5da5390cc15c62d140', 'status': 'downloaded'}]"
Napolitan Dance (Swan Lake),P. I. Tchaikovsky (1840–1893),"Trumpet, Percussion and Piano",Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/dansenapolitaine/dansenapolitaine.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/dansenapolitaine/dansenapolitaine.mid', 'path': 'NAPOLITAN_DANCE_SWAN_LAKE.mid', 'checksum': 'ad7eb7dc6580ecf8447ed3cf8cef89dd', 'status': 'downloaded'}]"
Nº2. Bruralaat.,ditional,"Piano, Violin",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/Traditional/no2Bruralaat/no2Bruralaat.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/no2Bruralaat/no2Bruralaat.mid', 'path': 'N2_BRURALAAT.mid', 'checksum': 'd86e100dd31e52ecf763151a8ae7660c', 'status': 'downloaded'}]"
Sing Ivy,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/SingIvy/SingIvy.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/SingIvy/SingIvy.mid', 'path': 'SING_IVY.mid', 'checksum': 'fd5bc089ff91c7fb46bbca4cd924d1c3', 'status': 'downloaded'}]"
John Barleycorn,ditional,"Voice, Piano",Public Domain,https://www.mutopiaproject.org/ftp/Traditional/johnbarleycorn/johnbarleycorn.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/johnbarleycorn/johnbarleycorn.mid', 'path': 'JOHN_BARLEYCORN.mid', 'checksum': 'a1c5539bb3d58fc0280809596ff88f10', 'status': 'downloaded'}]"
Nº1. Halling.,ditional,"Piano, Violin",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/Traditional/no1Halling/no1Halling.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/no1Halling/no1Halling.mid', 'path': 'N1_HALLING.mid', 'checksum': '5c3ab0285384afce6c46739e1e51d26d', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 4",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.4/traditioner_af_swenska_folk_dansar.1.4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.4/traditioner_af_swenska_folk_dansar.1.4.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_4.mid', 'checksum': '3c2e11f4cf14ad94c07e569d2751f40f', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 5",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.5/traditioner_af_swenska_folk_dansar.1.5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.5/traditioner_af_swenska_folk_dansar.1.5.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_5.mid', 'checksum': 'f75cfb518f40b7783b544985ac8266ab', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 2",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.2/traditioner_af_swenska_folk_dansar.1.2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.2/traditioner_af_swenska_folk_dansar.1.2.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_2.mid', 'checksum': '8dbfc8597686d960c96b00bf9ef9626d', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 1",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.1/traditioner_af_swenska_folk_dansar.1.1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.1/traditioner_af_swenska_folk_dansar.1.1.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_1.mid', 'checksum': 'bcc45558e2c80958a7cc313460548a43', 'status': 'downloaded'}]"
Nº1. Nöring.,ditional,"Piano, Violin",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/Traditional/no11Noring/no11Noring.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/no11Noring/no11Noring.mid', 'path': 'N1_NRING.mid', 'checksum': '278a6eb917e40e7f9dd73ec9e32e08ac', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 6",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.6/traditioner_af_swenska_folk_dansar.1.6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.6/traditioner_af_swenska_folk_dansar.1.6.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_6.mid', 'checksum': '923478e368518abc679f07e9ce476be6', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 7",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.7/traditioner_af_swenska_folk_dansar.1.7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.7/traditioner_af_swenska_folk_dansar.1.7.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_7.mid', 'checksum': '3add79a543529063a4bebc2d0605b3dc', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 3",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.3/traditioner_af_swenska_folk_dansar.1.3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.3/traditioner_af_swenska_folk_dansar.1.3.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_3.mid', 'checksum': '2330ac29eb944d79c8a7bdcea89472f1', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 11",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.11/traditioner_af_swenska_folk_dansar.1.11.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.11/traditioner_af_swenska_folk_dansar.1.11.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_11.mid', 'checksum': '7f3c35eb57bd716e7a90e4dc0d23d5ca', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 10",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.10/traditioner_af_swenska_folk_dansar.1.10.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.10/traditioner_af_swenska_folk_dansar.1.10.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_10.mid', 'checksum': 'e71e8a6aca9d84b2fe9057f131cbd8a0', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 9",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.9/traditioner_af_swenska_folk_dansar.1.9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.9/traditioner_af_swenska_folk_dansar.1.9.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_9.mid', 'checksum': '56d026a31465d429a1a60619bc0e7421', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 13",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.13/traditioner_af_swenska_folk_dansar.1.13.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.13/traditioner_af_swenska_folk_dansar.1.13.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_13.mid', 'checksum': 'db5b63b8a216a3080cad8d82c110f88b', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 12",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.12/traditioner_af_swenska_folk_dansar.1.12.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.12/traditioner_af_swenska_folk_dansar.1.12.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_12.mid', 'checksum': 'f9f8943ae5222d133e55a63b03827ad0', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 8",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.8/traditioner_af_swenska_folk_dansar.1.8.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.8/traditioner_af_swenska_folk_dansar.1.8.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_8.mid', 'checksum': '99464e3541ac4db507c536d5daf628e1', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 15",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.15/traditioner_af_swenska_folk_dansar.1.15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.15/traditioner_af_swenska_folk_dansar.1.15.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_15.mid', 'checksum': 'c350c6a9c1ac00144054cd39161f5833', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 14",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.14/traditioner_af_swenska_folk_dansar.1.14.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.14/traditioner_af_swenska_folk_dansar.1.14.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_14.mid', 'checksum': '9ef7d72a026e751f6403ed3155ebf22d', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 18",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.18/traditioner_af_swenska_folk_dansar.1.18.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.18/traditioner_af_swenska_folk_dansar.1.18.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_18.mid', 'checksum': 'a6b01c3d60c0c64150fb790a31e13a78', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 20",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.20/traditioner_af_swenska_folk_dansar.1.20.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.20/traditioner_af_swenska_folk_dansar.1.20.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_20.mid', 'checksum': 'd7033e36f1eb61d3a15756f2c18f7734', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 17",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.17/traditioner_af_swenska_folk_dansar.1.17.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.17/traditioner_af_swenska_folk_dansar.1.17.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_17.mid', 'checksum': '2ec5945c45272fbef934879ea28ea6d7', 'status': 'downloaded'}]"
